start_time,away_team,away_team_score,home_team,home_team_score
2020-01-14 00:00:00+00:00,NEW ORLEANS PELICANS,,DETROIT PISTONS,
2020-01-14 00:00:00+00:00,PHILADELPHIA 76ERS,,INDIANA PACERS,
2020-01-14 00:30:00+00:00,CHICAGO BULLS,,BOSTON CELTICS,
2020-01-14 01:00:00+00:00,OKLAHOMA CITY THUNDER,,MINNESOTA TIMBERWOLVES,
2020-01-14 03:00:00+00:00,CHARLOTTE HORNETS,,PORTLAND TRAIL BLAZERS,
2020-01-14 03:00:00+00:00,ORLANDO MAGIC,,SACRAMENTO KINGS,
2020-01-14 03:30:00+00:00,CLEVELAND CAVALIERS,,LOS ANGELES LAKERS,
2020-01-15 00:30:00+00:00,PHOENIX SUNS,,ATLANTA HAWKS,
2020-01-15 00:30:00+00:00,UTAH JAZZ,,BROOKLYN NETS,
2020-01-15 01:00:00+00:00,HOUSTON ROCKETS,,MEMPHIS GRIZZLIES,
2020-01-15 01:00:00+00:00,NEW YORK KNICKS,,MILWAUKEE BUCKS,
2020-01-15 03:30:00+00:00,DALLAS MAVERICKS,,GOLDEN STATE WARRIORS,
2020-01-15 03:30:00+00:00,CLEVELAND CAVALIERS,,LOS ANGELES CLIPPERS,
2020-01-16 00:00:00+00:00,DETROIT PISTONS,,BOSTON CELTICS,
2020-01-16 00:00:00+00:00,BROOKLYN NETS,,PHILADELPHIA 76ERS,
2020-01-16 00:30:00+00:00,SAN ANTONIO SPURS,,MIAMI HEAT,
2020-01-16 01:00:00+00:00,WASHINGTON WIZARDS,,CHICAGO BULLS,
2020-01-16 01:00:00+00:00,INDIANA PACERS,,MINNESOTA TIMBERWOLVES,
2020-01-16 01:00:00+00:00,TORONTO RAPTORS,,OKLAHOMA CITY THUNDER,
2020-01-16 02:00:00+00:00,CHARLOTTE HORNETS,,DENVER NUGGETS,
2020-01-16 02:30:00+00:00,PORTLAND TRAIL BLAZERS,,HOUSTON ROCKETS,
2020-01-16 03:00:00+00:00,DALLAS MAVERICKS,,SACRAMENTO KINGS,
2020-01-16 03:30:00+00:00,ORLANDO MAGIC,,LOS ANGELES LAKERS,
2020-01-17 00:30:00+00:00,PHOENIX SUNS,,NEW YORK KNICKS,
2020-01-17 01:00:00+00:00,BOSTON CELTICS,,MILWAUKEE BUCKS,
2020-01-17 01:00:00+00:00,UTAH JAZZ,,NEW ORLEANS PELICANS,
2020-01-17 03:30:00+00:00,DENVER NUGGETS,,GOLDEN STATE WARRIORS,
2020-01-17 03:30:00+00:00,ORLANDO MAGIC,,LOS ANGELES CLIPPERS,
2020-01-18 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,INDIANA PACERS,
2020-01-18 00:00:00+00:00,CHICAGO BULLS,,PHILADELPHIA 76ERS,
2020-01-18 00:00:00+00:00,WASHINGTON WIZARDS,,TORONTO RAPTORS,
2020-01-18 01:00:00+00:00,CLEVELAND CAVALIERS,,MEMPHIS GRIZZLIES,
2020-01-18 01:00:00+00:00,MIAMI HEAT,,OKLAHOMA CITY THUNDER,
2020-01-18 01:30:00+00:00,ATLANTA HAWKS,,SAN ANTONIO SPURS,
2020-01-18 02:30:00+00:00,PORTLAND TRAIL BLAZERS,,DALLAS MAVERICKS,
2020-01-18 20:30:00+00:00,LOS ANGELES CLIPPERS,,NEW ORLEANS PELICANS,
2020-01-18 23:00:00+00:00,MILWAUKEE BUCKS,,BROOKLYN NETS,
2020-01-19 00:00:00+00:00,PHOENIX SUNS,,BOSTON CELTICS,
2020-01-19 00:30:00+00:00,DETROIT PISTONS,,ATLANTA HAWKS,
2020-01-19 00:30:00+00:00,PHILADELPHIA 76ERS,,NEW YORK KNICKS,
2020-01-19 01:00:00+00:00,CLEVELAND CAVALIERS,,CHICAGO BULLS,
2020-01-19 01:00:00+00:00,TORONTO RAPTORS,,MINNESOTA TIMBERWOLVES,
2020-01-19 01:30:00+00:00,ORLANDO MAGIC,,GOLDEN STATE WARRIORS,
2020-01-19 01:30:00+00:00,LOS ANGELES LAKERS,,HOUSTON ROCKETS,
2020-01-19 02:00:00+00:00,PORTLAND TRAIL BLAZERS,,OKLAHOMA CITY THUNDER,
2020-01-19 02:00:00+00:00,SACRAMENTO KINGS,,UTAH JAZZ,
2020-01-19 20:00:00+00:00,MIAMI HEAT,,SAN ANTONIO SPURS,
2020-01-20 01:00:00+00:00,INDIANA PACERS,,DENVER NUGGETS,
2020-01-20 19:00:00+00:00,DETROIT PISTONS,,WASHINGTON WIZARDS,
2020-01-20 19:30:00+00:00,TORONTO RAPTORS,,ATLANTA HAWKS,
2020-01-20 20:00:00+00:00,PHILADELPHIA 76ERS,,BROOKLYN NETS,
2020-01-20 22:00:00+00:00,ORLANDO MAGIC,,CHARLOTTE HORNETS,
2020-01-20 22:00:00+00:00,NEW YORK KNICKS,,CLEVELAND CAVALIERS,
2020-01-20 22:00:00+00:00,OKLAHOMA CITY THUNDER,,HOUSTON ROCKETS,
2020-01-20 22:00:00+00:00,NEW ORLEANS PELICANS,,MEMPHIS GRIZZLIES,
2020-01-20 22:00:00+00:00,SACRAMENTO KINGS,,MIAMI HEAT,
2020-01-20 22:00:00+00:00,CHICAGO BULLS,,MILWAUKEE BUCKS,
2020-01-21 00:30:00+00:00,LOS ANGELES LAKERS,,BOSTON CELTICS,
2020-01-21 01:00:00+00:00,DENVER NUGGETS,,MINNESOTA TIMBERWOLVES,
2020-01-21 02:00:00+00:00,SAN ANTONIO SPURS,,PHOENIX SUNS,
2020-01-21 02:00:00+00:00,INDIANA PACERS,,UTAH JAZZ,
2020-01-21 03:00:00+00:00,GOLDEN STATE WARRIORS,,PORTLAND TRAIL BLAZERS,
2020-01-22 01:30:00+00:00,LOS ANGELES CLIPPERS,,DALLAS MAVERICKS,
2020-01-23 00:00:00+00:00,SACRAMENTO KINGS,,DETROIT PISTONS,
2020-01-23 00:00:00+00:00,OKLAHOMA CITY THUNDER,,ORLANDO MAGIC,
2020-01-23 00:30:00+00:00,LOS ANGELES CLIPPERS,,ATLANTA HAWKS,
2020-01-23 00:30:00+00:00,MEMPHIS GRIZZLIES,,BOSTON CELTICS,
2020-01-23 00:30:00+00:00,WASHINGTON WIZARDS,,MIAMI HEAT,
2020-01-23 00:30:00+00:00,LOS ANGELES LAKERS,,NEW YORK KNICKS,
2020-01-23 00:30:00+00:00,PHILADELPHIA 76ERS,,TORONTO RAPTORS,
2020-01-23 01:00:00+00:00,MINNESOTA TIMBERWOLVES,,CHICAGO BULLS,
2020-01-23 01:00:00+00:00,DENVER NUGGETS,,HOUSTON ROCKETS,
2020-01-23 01:00:00+00:00,SAN ANTONIO SPURS,,NEW ORLEANS PELICANS,
2020-01-23 02:00:00+00:00,INDIANA PACERS,,PHOENIX SUNS,
2020-01-23 03:00:00+00:00,UTAH JAZZ,,GOLDEN STATE WARRIORS,
2020-01-24 00:00:00+00:00,WASHINGTON WIZARDS,,CLEVELAND CAVALIERS,
2020-01-24 01:00:00+00:00,LOS ANGELES LAKERS,,BROOKLYN NETS,
2020-01-24 03:30:00+00:00,DALLAS MAVERICKS,,PORTLAND TRAIL BLAZERS,
2020-01-24 20:00:00+00:00,MILWAUKEE BUCKS,,CHARLOTTE HORNETS,
2020-01-25 00:00:00+00:00,MEMPHIS GRIZZLIES,,DETROIT PISTONS,
2020-01-25 00:00:00+00:00,BOSTON CELTICS,,ORLANDO MAGIC,
2020-01-25 00:30:00+00:00,TORONTO RAPTORS,,NEW YORK KNICKS,
2020-01-25 01:00:00+00:00,SACRAMENTO KINGS,,CHICAGO BULLS,
2020-01-25 01:00:00+00:00,LOS ANGELES CLIPPERS,,MIAMI HEAT,
2020-01-25 01:00:00+00:00,HOUSTON ROCKETS,,MINNESOTA TIMBERWOLVES,
2020-01-25 01:00:00+00:00,DENVER NUGGETS,,NEW ORLEANS PELICANS,
2020-01-25 01:00:00+00:00,ATLANTA HAWKS,,OKLAHOMA CITY THUNDER,
2020-01-25 01:30:00+00:00,PHOENIX SUNS,,SAN ANTONIO SPURS,
2020-01-25 03:30:00+00:00,INDIANA PACERS,,GOLDEN STATE WARRIORS,
2020-01-25 22:00:00+00:00,DALLAS MAVERICKS,,UTAH JAZZ,
2020-01-26 00:00:00+00:00,BROOKLYN NETS,,DETROIT PISTONS,
2020-01-26 01:00:00+00:00,CHICAGO BULLS,,CLEVELAND CAVALIERS,
2020-01-26 01:00:00+00:00,OKLAHOMA CITY THUNDER,,MINNESOTA TIMBERWOLVES,
2020-01-26 01:30:00+00:00,LOS ANGELES LAKERS,,PHILADELPHIA 76ERS,
2020-01-26 20:30:00+00:00,HOUSTON ROCKETS,,DENVER NUGGETS,
2020-01-26 21:00:00+00:00,TORONTO RAPTORS,,SAN ANTONIO SPURS,
2020-01-26 23:00:00+00:00,WASHINGTON WIZARDS,,ATLANTA HAWKS,
2020-01-26 23:00:00+00:00,PHOENIX SUNS,,MEMPHIS GRIZZLIES,
2020-01-26 23:00:00+00:00,BOSTON CELTICS,,NEW ORLEANS PELICANS,
2020-01-26 23:00:00+00:00,BROOKLYN NETS,,NEW YORK KNICKS,
2020-01-26 23:00:00+00:00,LOS ANGELES CLIPPERS,,ORLANDO MAGIC,
2020-01-27 02:00:00+00:00,INDIANA PACERS,,PORTLAND TRAIL BLAZERS,
2020-01-28 00:00:00+00:00,CLEVELAND CAVALIERS,,DETROIT PISTONS,
2020-01-28 00:30:00+00:00,ORLANDO MAGIC,,MIAMI HEAT,
2020-01-28 01:00:00+00:00,SAN ANTONIO SPURS,,CHICAGO BULLS,
2020-01-28 01:00:00+00:00,SACRAMENTO KINGS,,MINNESOTA TIMBERWOLVES,
2020-01-28 01:00:00+00:00,DALLAS MAVERICKS,,OKLAHOMA CITY THUNDER,
2020-01-28 02:00:00+00:00,HOUSTON ROCKETS,,UTAH JAZZ,
2020-01-29 00:00:00+00:00,NEW YORK KNICKS,,CHARLOTTE HORNETS,
2020-01-29 00:00:00+00:00,GOLDEN STATE WARRIORS,,PHILADELPHIA 76ERS,
2020-01-29 00:30:00+00:00,NEW ORLEANS PELICANS,,CLEVELAND CAVALIERS,
2020-01-29 00:30:00+00:00,BOSTON CELTICS,,MIAMI HEAT,
2020-01-29 00:30:00+00:00,ATLANTA HAWKS,,TORONTO RAPTORS,
2020-01-29 01:00:00+00:00,DENVER NUGGETS,,MEMPHIS GRIZZLIES,
2020-01-29 01:00:00+00:00,WASHINGTON WIZARDS,,MILWAUKEE BUCKS,
2020-01-29 01:30:00+00:00,PHOENIX SUNS,,DALLAS MAVERICKS,
2020-01-29 03:00:00+00:00,LOS ANGELES CLIPPERS,,LOS ANGELES LAKERS,
2020-01-30 00:00:00+00:00,CHICAGO BULLS,,INDIANA PACERS,
2020-01-30 00:30:00+00:00,DETROIT PISTONS,,BROOKLYN NETS,
2020-01-30 00:30:00+00:00,MEMPHIS GRIZZLIES,,NEW YORK KNICKS,
2020-01-30 01:30:00+00:00,UTAH JAZZ,,SAN ANTONIO SPURS,
2020-01-30 03:00:00+00:00,HOUSTON ROCKETS,,PORTLAND TRAIL BLAZERS,
2020-01-30 03:00:00+00:00,OKLAHOMA CITY THUNDER,,SACRAMENTO KINGS,
2020-01-31 00:00:00+00:00,TORONTO RAPTORS,,CLEVELAND CAVALIERS,
2020-01-31 00:00:00+00:00,CHARLOTTE HORNETS,,WASHINGTON WIZARDS,
2020-01-31 00:30:00+00:00,PHILADELPHIA 76ERS,,ATLANTA HAWKS,
2020-01-31 01:00:00+00:00,GOLDEN STATE WARRIORS,,BOSTON CELTICS,
2020-01-31 03:30:00+00:00,UTAH JAZZ,,DENVER NUGGETS,
2020-01-31 03:30:00+00:00,SACRAMENTO KINGS,,LOS ANGELES CLIPPERS,
2020-02-01 00:00:00+00:00,TORONTO RAPTORS,,DETROIT PISTONS,
2020-02-01 00:30:00+00:00,CHICAGO BULLS,,BROOKLYN NETS,
2020-02-01 01:00:00+00:00,DALLAS MAVERICKS,,HOUSTON ROCKETS,
2020-02-01 01:00:00+00:00,MEMPHIS GRIZZLIES,,NEW ORLEANS PELICANS,
2020-02-01 02:00:00+00:00,DENVER NUGGETS,,MILWAUKEE BUCKS,
2020-02-01 02:00:00+00:00,OKLAHOMA CITY THUNDER,,PHOENIX SUNS,
2020-02-01 03:30:00+00:00,PORTLAND TRAIL BLAZERS,,LOS ANGELES LAKERS,
2020-02-01 20:30:00+00:00,MINNESOTA TIMBERWOLVES,,LOS ANGELES CLIPPERS,
2020-02-02 00:00:00+00:00,NEW YORK KNICKS,,INDIANA PACERS,
2020-02-02 00:00:00+00:00,MIAMI HEAT,,ORLANDO MAGIC,
2020-02-02 01:00:00+00:00,GOLDEN STATE WARRIORS,,CLEVELAND CAVALIERS,
2020-02-02 01:00:00+00:00,BROOKLYN NETS,,WASHINGTON WIZARDS,
2020-02-02 01:30:00+00:00,PHILADELPHIA 76ERS,,BOSTON CELTICS,
2020-02-02 01:30:00+00:00,ATLANTA HAWKS,,DALLAS MAVERICKS,
2020-02-02 02:00:00+00:00,CHARLOTTE HORNETS,,SAN ANTONIO SPURS,
2020-02-02 03:00:00+00:00,UTAH JAZZ,,PORTLAND TRAIL BLAZERS,
2020-02-02 03:00:00+00:00,LOS ANGELES LAKERS,,SACRAMENTO KINGS,
2020-02-02 17:30:00+00:00,DENVER NUGGETS,,DETROIT PISTONS,
2020-02-02 19:00:00+00:00,NEW ORLEANS PELICANS,,HOUSTON ROCKETS,
2020-02-02 19:00:00+00:00,PHOENIX SUNS,,MILWAUKEE BUCKS,
2020-02-02 20:00:00+00:00,CHICAGO BULLS,,TORONTO RAPTORS,
2020-02-04 00:00:00+00:00,ORLANDO MAGIC,,CHARLOTTE HORNETS,
2020-02-04 00:00:00+00:00,NEW YORK KNICKS,,CLEVELAND CAVALIERS,
2020-02-04 00:00:00+00:00,DALLAS MAVERICKS,,INDIANA PACERS,
2020-02-04 00:00:00+00:00,GOLDEN STATE WARRIORS,,WASHINGTON WIZARDS,
2020-02-04 00:30:00+00:00,BOSTON CELTICS,,ATLANTA HAWKS,
2020-02-04 00:30:00+00:00,PHOENIX SUNS,,BROOKLYN NETS,
2020-02-04 00:30:00+00:00,PHILADELPHIA 76ERS,,MIAMI HEAT,
2020-02-04 01:00:00+00:00,DETROIT PISTONS,,MEMPHIS GRIZZLIES,
2020-02-04 03:00:00+00:00,MINNESOTA TIMBERWOLVES,,SACRAMENTO KINGS,
2020-02-04 03:30:00+00:00,SAN ANTONIO SPURS,,LOS ANGELES CLIPPERS,
2020-02-05 00:30:00+00:00,MILWAUKEE BUCKS,,NEW ORLEANS PELICANS,
2020-02-05 01:00:00+00:00,CHARLOTTE HORNETS,,HOUSTON ROCKETS,
2020-02-05 03:00:00+00:00,PORTLAND TRAIL BLAZERS,,DENVER NUGGETS,
2020-02-05 03:30:00+00:00,SAN ANTONIO SPURS,,LOS ANGELES LAKERS,
2020-02-06 00:00:00+00:00,PHOENIX SUNS,,DETROIT PISTONS,
2020-02-06 00:30:00+00:00,ORLANDO MAGIC,,BOSTON CELTICS,
2020-02-06 00:30:00+00:00,GOLDEN STATE WARRIORS,,BROOKLYN NETS,
2020-02-06 00:30:00+00:00,INDIANA PACERS,,TORONTO RAPTORS,
2020-02-06 01:00:00+00:00,ATLANTA HAWKS,,MINNESOTA TIMBERWOLVES,
2020-02-06 01:00:00+00:00,CLEVELAND CAVALIERS,,OKLAHOMA CITY THUNDER,
2020-02-06 01:30:00+00:00,MEMPHIS GRIZZLIES,,DALLAS MAVERICKS,
2020-02-06 03:00:00+00:00,DENVER NUGGETS,,UTAH JAZZ,
2020-02-06 03:30:00+00:00,MIAMI HEAT,,LOS ANGELES CLIPPERS,
2020-02-07 00:30:00+00:00,ORLANDO MAGIC,,NEW YORK KNICKS,
2020-02-07 01:00:00+00:00,NEW ORLEANS PELICANS,,CHICAGO BULLS,
2020-02-07 01:00:00+00:00,PHILADELPHIA 76ERS,,MILWAUKEE BUCKS,
2020-02-07 03:00:00+00:00,SAN ANTONIO SPURS,,PORTLAND TRAIL BLAZERS,
2020-02-07 03:30:00+00:00,HOUSTON ROCKETS,,LOS ANGELES LAKERS,
2020-02-08 00:00:00+00:00,MEMPHIS GRIZZLIES,,PHILADELPHIA 76ERS,
2020-02-08 00:00:00+00:00,DALLAS MAVERICKS,,WASHINGTON WIZARDS,
2020-02-08 00:30:00+00:00,ATLANTA HAWKS,,BOSTON CELTICS,
2020-02-08 01:00:00+00:00,TORONTO RAPTORS,,INDIANA PACERS,
2020-02-08 01:00:00+00:00,DETROIT PISTONS,,OKLAHOMA CITY THUNDER,
2020-02-08 02:00:00+00:00,HOUSTON ROCKETS,,PHOENIX SUNS,
2020-02-08 03:00:00+00:00,MIAMI HEAT,,SACRAMENTO KINGS,
2020-02-08 03:30:00+00:00,PORTLAND TRAIL BLAZERS,,UTAH JAZZ,
2020-02-08 22:00:00+00:00,MILWAUKEE BUCKS,,ORLANDO MAGIC,
2020-02-09 00:00:00+00:00,DALLAS MAVERICKS,,CHARLOTTE HORNETS,
2020-02-09 00:00:00+00:00,NEW YORK KNICKS,,DETROIT PISTONS,
2020-02-09 00:30:00+00:00,NEW ORLEANS PELICANS,,INDIANA PACERS,
2020-02-09 00:30:00+00:00,BROOKLYN NETS,,TORONTO RAPTORS,
2020-02-09 01:00:00+00:00,LOS ANGELES CLIPPERS,,MINNESOTA TIMBERWOLVES,
2020-02-09 01:30:00+00:00,LOS ANGELES LAKERS,,GOLDEN STATE WARRIORS,
2020-02-09 02:00:00+00:00,DENVER NUGGETS,,PHOENIX SUNS,
2020-02-09 03:00:00+00:00,SAN ANTONIO SPURS,,SACRAMENTO KINGS,
2020-02-09 20:30:00+00:00,BOSTON CELTICS,,OKLAHOMA CITY THUNDER,
2020-02-09 23:00:00+00:00,NEW YORK KNICKS,,ATLANTA HAWKS,
2020-02-09 23:00:00+00:00,CHICAGO BULLS,,PHILADELPHIA 76ERS,
2020-02-09 23:00:00+00:00,MEMPHIS GRIZZLIES,,WASHINGTON WIZARDS,
2020-02-10 00:00:00+00:00,UTAH JAZZ,,HOUSTON ROCKETS,
2020-02-10 00:30:00+00:00,LOS ANGELES CLIPPERS,,CLEVELAND CAVALIERS,
2020-02-10 02:00:00+00:00,MIAMI HEAT,,PORTLAND TRAIL BLAZERS,
2020-02-11 00:00:00+00:00,CHARLOTTE HORNETS,,DETROIT PISTONS,
2020-02-11 00:00:00+00:00,BROOKLYN NETS,,INDIANA PACERS,
2020-02-11 00:00:00+00:00,ATLANTA HAWKS,,ORLANDO MAGIC,
2020-02-11 00:30:00+00:00,MINNESOTA TIMBERWOLVES,,TORONTO RAPTORS,
2020-02-11 01:00:00+00:00,SACRAMENTO KINGS,,MILWAUKEE BUCKS,
2020-02-11 01:30:00+00:00,UTAH JAZZ,,DALLAS MAVERICKS,
2020-02-11 02:00:00+00:00,SAN ANTONIO SPURS,,DENVER NUGGETS,
2020-02-11 03:30:00+00:00,MIAMI HEAT,,GOLDEN STATE WARRIORS,
2020-02-11 03:30:00+00:00,PHOENIX SUNS,,LOS ANGELES LAKERS,
2020-02-12 00:00:00+00:00,LOS ANGELES CLIPPERS,,PHILADELPHIA 76ERS,
2020-02-12 00:00:00+00:00,CHICAGO BULLS,,WASHINGTON WIZARDS,
2020-02-12 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,NEW ORLEANS PELICANS,
2020-02-12 01:00:00+00:00,SAN ANTONIO SPURS,,OKLAHOMA CITY THUNDER,
2020-02-12 02:30:00+00:00,BOSTON CELTICS,,HOUSTON ROCKETS,
2020-02-13 00:00:00+00:00,ATLANTA HAWKS,,CLEVELAND CAVALIERS,
2020-02-13 00:00:00+00:00,DETROIT PISTONS,,ORLANDO MAGIC,
2020-02-13 00:30:00+00:00,TORONTO RAPTORS,,BROOKLYN NETS,
2020-02-13 00:30:00+00:00,MILWAUKEE BUCKS,,INDIANA PACERS,
2020-02-13 00:30:00+00:00,WASHINGTON WIZARDS,,NEW YORK KNICKS,
2020-02-13 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,MEMPHIS GRIZZLIES,
2020-02-13 01:00:00+00:00,CHARLOTTE HORNETS,,MINNESOTA TIMBERWOLVES,
2020-02-13 01:30:00+00:00,SACRAMENTO KINGS,,DALLAS MAVERICKS,
2020-02-13 02:00:00+00:00,GOLDEN STATE WARRIORS,,PHOENIX SUNS,
2020-02-13 02:00:00+00:00,MIAMI HEAT,,UTAH JAZZ,
2020-02-13 03:00:00+00:00,LOS ANGELES LAKERS,,DENVER NUGGETS,
2020-02-14 01:00:00+00:00,LOS ANGELES CLIPPERS,,BOSTON CELTICS,
2020-02-14 01:00:00+00:00,OKLAHOMA CITY THUNDER,,NEW ORLEANS PELICANS,
2020-02-21 00:00:00+00:00,MILWAUKEE BUCKS,,DETROIT PISTONS,
2020-02-21 00:30:00+00:00,MIAMI HEAT,,ATLANTA HAWKS,
2020-02-21 01:00:00+00:00,CHARLOTTE HORNETS,,CHICAGO BULLS,
2020-02-21 01:00:00+00:00,BROOKLYN NETS,,PHILADELPHIA 76ERS,
2020-02-21 03:00:00+00:00,MEMPHIS GRIZZLIES,,SACRAMENTO KINGS,
2020-02-21 03:30:00+00:00,HOUSTON ROCKETS,,GOLDEN STATE WARRIORS,
2020-02-22 00:00:00+00:00,DALLAS MAVERICKS,,ORLANDO MAGIC,
2020-02-22 00:00:00+00:00,CLEVELAND CAVALIERS,,WASHINGTON WIZARDS,
2020-02-22 00:30:00+00:00,INDIANA PACERS,,NEW YORK KNICKS,
2020-02-22 00:30:00+00:00,PHOENIX SUNS,,TORONTO RAPTORS,
2020-02-22 01:00:00+00:00,BOSTON CELTICS,,MINNESOTA TIMBERWOLVES,
2020-02-22 01:00:00+00:00,DENVER NUGGETS,,OKLAHOMA CITY THUNDER,
2020-02-22 02:00:00+00:00,SAN ANTONIO SPURS,,UTAH JAZZ,
2020-02-22 03:30:00+00:00,MEMPHIS GRIZZLIES,,LOS ANGELES LAKERS,
2020-02-22 03:30:00+00:00,NEW ORLEANS PELICANS,,PORTLAND TRAIL BLAZERS,
2020-02-22 20:30:00+00:00,SACRAMENTO KINGS,,LOS ANGELES CLIPPERS,
2020-02-23 00:00:00+00:00,BROOKLYN NETS,,CHARLOTTE HORNETS,
2020-02-23 00:30:00+00:00,DALLAS MAVERICKS,,ATLANTA HAWKS,
2020-02-23 01:00:00+00:00,PHOENIX SUNS,,CHICAGO BULLS,
2020-02-23 01:00:00+00:00,CLEVELAND CAVALIERS,,MIAMI HEAT,
2020-02-23 01:30:00+00:00,PHILADELPHIA 76ERS,,MILWAUKEE BUCKS,
2020-02-23 02:00:00+00:00,HOUSTON ROCKETS,,UTAH JAZZ,
2020-02-23 20:30:00+00:00,BOSTON CELTICS,,LOS ANGELES LAKERS,
2020-02-23 23:00:00+00:00,MINNESOTA TIMBERWOLVES,,DENVER NUGGETS,
2020-02-23 23:00:00+00:00,INDIANA PACERS,,TORONTO RAPTORS,
2020-02-24 00:00:00+00:00,WASHINGTON WIZARDS,,CHICAGO BULLS,
2020-02-24 00:00:00+00:00,SAN ANTONIO SPURS,,OKLAHOMA CITY THUNDER,
2020-02-24 01:30:00+00:00,NEW ORLEANS PELICANS,,GOLDEN STATE WARRIORS,
2020-02-24 02:00:00+00:00,DETROIT PISTONS,,PORTLAND TRAIL BLAZERS,
2020-02-25 00:00:00+00:00,MIAMI HEAT,,CLEVELAND CAVALIERS,
2020-02-25 00:00:00+00:00,ATLANTA HAWKS,,PHILADELPHIA 76ERS,
2020-02-25 00:00:00+00:00,MILWAUKEE BUCKS,,WASHINGTON WIZARDS,
2020-02-25 00:30:00+00:00,ORLANDO MAGIC,,BROOKLYN NETS,
2020-02-25 01:00:00+00:00,NEW YORK KNICKS,,HOUSTON ROCKETS,
2020-02-25 01:30:00+00:00,MINNESOTA TIMBERWOLVES,,DALLAS MAVERICKS,
2020-02-25 02:00:00+00:00,PHOENIX SUNS,,UTAH JAZZ,
2020-02-25 03:30:00+00:00,MEMPHIS GRIZZLIES,,LOS ANGELES CLIPPERS,
2020-02-26 00:00:00+00:00,CHARLOTTE HORNETS,,INDIANA PACERS,
2020-02-26 00:30:00+00:00,MILWAUKEE BUCKS,,TORONTO RAPTORS,
2020-02-26 01:00:00+00:00,OKLAHOMA CITY THUNDER,,CHICAGO BULLS,
2020-02-26 02:00:00+00:00,DETROIT PISTONS,,DENVER NUGGETS,
2020-02-26 03:00:00+00:00,NEW ORLEANS PELICANS,,LOS ANGELES LAKERS,
2020-02-26 03:00:00+00:00,BOSTON CELTICS,,PORTLAND TRAIL BLAZERS,
2020-02-26 03:30:00+00:00,SACRAMENTO KINGS,,GOLDEN STATE WARRIORS,
2020-02-27 00:00:00+00:00,NEW YORK KNICKS,,CHARLOTTE HORNETS,
2020-02-27 00:00:00+00:00,PHILADELPHIA 76ERS,,CLEVELAND CAVALIERS,
2020-02-27 00:00:00+00:00,BROOKLYN NETS,,WASHINGTON WIZARDS,
2020-02-27 00:30:00+00:00,ORLANDO MAGIC,,ATLANTA HAWKS,
2020-02-27 00:30:00+00:00,MINNESOTA TIMBERWOLVES,,MIAMI HEAT,
2020-02-27 00:30:00+00:00,DALLAS MAVERICKS,,SAN ANTONIO SPURS,
2020-02-27 01:00:00+00:00,MEMPHIS GRIZZLIES,,HOUSTON ROCKETS,
2020-02-27 02:00:00+00:00,LOS ANGELES CLIPPERS,,PHOENIX SUNS,
2020-02-27 03:00:00+00:00,BOSTON CELTICS,,UTAH JAZZ,
2020-02-28 00:00:00+00:00,NEW YORK KNICKS,,PHILADELPHIA 76ERS,
2020-02-28 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,INDIANA PACERS,
2020-02-28 01:00:00+00:00,SACRAMENTO KINGS,,OKLAHOMA CITY THUNDER,
2020-02-28 03:30:00+00:00,LOS ANGELES LAKERS,,GOLDEN STATE WARRIORS,
2020-02-29 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,ORLANDO MAGIC,
2020-02-29 00:30:00+00:00,BROOKLYN NETS,,ATLANTA HAWKS,
2020-02-29 00:30:00+00:00,CHARLOTTE HORNETS,,TORONTO RAPTORS,
2020-02-29 01:00:00+00:00,SACRAMENTO KINGS,,MEMPHIS GRIZZLIES,
2020-02-29 01:00:00+00:00,DALLAS MAVERICKS,,MIAMI HEAT,
2020-02-29 01:00:00+00:00,OKLAHOMA CITY THUNDER,,MILWAUKEE BUCKS,
2020-02-29 01:00:00+00:00,CLEVELAND CAVALIERS,,NEW ORLEANS PELICANS,
2020-02-29 02:00:00+00:00,DETROIT PISTONS,,PHOENIX SUNS,
2020-02-29 02:00:00+00:00,WASHINGTON WIZARDS,,UTAH JAZZ,
2020-02-29 03:30:00+00:00,DENVER NUGGETS,,LOS ANGELES CLIPPERS,
2020-02-29 22:00:00+00:00,CHICAGO BULLS,,NEW YORK KNICKS,
2020-03-01 00:30:00+00:00,PORTLAND TRAIL BLAZERS,,ATLANTA HAWKS,
2020-03-01 00:30:00+00:00,BROOKLYN NETS,,MIAMI HEAT,
2020-03-01 01:00:00+00:00,INDIANA PACERS,,CLEVELAND CAVALIERS,
2020-03-01 01:00:00+00:00,LOS ANGELES LAKERS,,MEMPHIS GRIZZLIES,
2020-03-01 01:30:00+00:00,HOUSTON ROCKETS,,BOSTON CELTICS,
2020-03-01 01:30:00+00:00,ORLANDO MAGIC,,SAN ANTONIO SPURS,
2020-03-01 02:00:00+00:00,GOLDEN STATE WARRIORS,,PHOENIX SUNS,
2020-03-01 18:00:00+00:00,MILWAUKEE BUCKS,,CHARLOTTE HORNETS,
2020-03-01 20:30:00+00:00,PHILADELPHIA 76ERS,,LOS ANGELES CLIPPERS,
